Country name in IFs,sex_id,Series name in IFs,metric_name, 1 to 4, 10 to 14, 15 to 19, 20 to 24, 25 to 29, 30 to 34, 35 to 39, 40 to 44, 45 to 49, 5 to 9, 50 to 54, 55 to 59, 60 to 64, 65 to 69, 70 to 74, 75 to 79, 80 to 84, 85 to 89, 90 to 94, 95 plus, <1 year, Under 5
Afghanistan,1,Cardiac,Rate,1.27920607622011,1.69068112447717,6.55753271285088,12.035505248008,26.1923163426186,50.0287028928909,104.722391311898,215.902181711319,412.612099207305,1.04183104023338,782.660876359184,1216.36235655063,1768.66882837328,1926.91482720115,3205.23919465001,4546.65079151412,6554.58108935726,9519.2275341462,13742.44873131,21384.7271606973,12.5509402132185,3.72190779158319
Afghanistan,1,Diabetes,Rate,0.676095970511426,0.372227323091228,0.28323666703487,0.608856659753799,1.09008796522596,1.92240186568896,3.85062979901617,8.66643348908842,19.77523411971,0.300038143318413,42.8705328529602,78.6948844416703,119.304919895563,127.078917289526,190.153014203887,230.010952321763,272.173465185101,321.313532674476,357.643067492508,529.887682869571,3.48514523486379,1.28484608590407
Afghanistan,1,Diarrhea,Rate,36.9037598686814,0.255284042575026,0.304628601638351,0.340773554638396,0.488712756188662,0.729874175976605,0.731765199063042,0.743169933522637,0.835436061194745,0.403964166070438,1.00771392202078,1.7077578760572,2.77209187041556,3.86587236774548,8.28487857581782,13.7579065640624,24.2488520413008,42.7965774471655,73.8349848397467,95.6024633891421,372.788764634343,109.693524720632
Afghanistan,1,Digestive,Rate,6.18384790558233,1.95692285961843,2.0106100303114,3.12868043485318,3.9275145407661,6.70446924931374,11.1036809298334,21.0899047716313,37.3440664859989,2.02916624825768,67.9314315262506,103.65072689694,145.202844780917,149.662206401532,232.894334489641,337.398373782989,495.819451796198,707.01311213481,972.730019241344,1374.23130110992,31.3013133646378,11.6270632277941
Afghanistan,1,HIV,Rate,1.38275987540725,0.0390010782984982,0.328482425799382,0.637688159832406,1.44537545709415,2.01145521145448,2.06433108200969,2.26736622514781,2.56986073252107,0.0568140054307166,2.26543355432998,2.2562523126065,2.67128718685321,2.50650412553311,1.56782860858235,1.00843929003392,0.368222202179162,0.28872909650526,0.418149230030452,0.294971615465016,1.27236661148681,1.35883650994586
Afghanistan,1,Intentional Injuries,Rate,118.628862869043,83.0943873344953,288.401377173077,578.986687970479,499.280957349456,415.950654582514,337.887037421114,260.336313298618,211.287078217846,72.316995706079,201.62365346909,225.185836212483,226.721365615797,161.868826873283,191.200231862655,213.120257885508,292.445472913929,389.451567993899,619.932153314361,1648.4833660478,105.003600954738,115.676127269904
Afghanistan,1,Malaria,Rate,1.47955322203672,0.23971437141186,3.9511657280899,3.80513776209083,3.38175848270134,2.64333410926377,2.74822618221865,2.9789407666711,3.63863132877243,0.254124445388739,4.44501204364472,5.05187667551429,3.14748337387583,2.18748298646517,2.83448659331329,3.97923626460942,10.0864313561227,13.9289468124806,35.89750014404,53.8836086215663,5.85023402150067,2.42672509074778
Afghanistan,1,Malignant Neoplasms,Rate,6.9466861123146,5.48529090394988,7.23029609813919,8.52626453010416,10.2965583483492,16.392056009929,28.9169792120589,54.4072556420777,101.834209154262,5.20776319766181,197.535038921324,338.669117294088,515.720918726683,564.49751304097,870.239757989693,1076.25474561958,1339.2378600389,1464.66404154073,1487.60574656675,1691.86179728868,10.1986677782625,7.65142427391353
Afghanistan,1,Mental Health,Rate,3.37843864691252,0.998942915705742,1.52798439493992,1.87553314216153,1.98865385593259,2.26661596659726,2.90512993411031,4.45330263186364,6.28699553565516,1.05980571194104,11.9980798406445,19.8376379681606,41.8355199797276,76.0936896519017,205.090894370303,496.844270606516,997.083645009253,1861.92447908579,3366.59230502195,5541.10684366423,13.4455422321666,5.5600844254197
Afghanistan,1,Other CD,Rate,136.186673574683,14.8739587896717,12.6776828927864,12.3186158576565,17.8285956777158,22.7223916691208,28.4534577691709,32.4475692726644,42.593737879206,29.3389037253178,55.651265599098,67.3139904394588,109.211837749986,107.829753503556,174.183482927437,238.30002411208,348.678594053139,467.89966043418,788.216505744085,1286.00724891086,3282.8845868164,818.108753796123
Afghanistan,1,Other NCD,Rate,43.1276143384317,8.49443532959088,7.79306091337283,9.19013673167895,9.71218999729824,12.167011306356,18.0806093690527,30.4833709563186,50.8457668414855,8.85357416399226,93.6867506198202,145.278800058118,203.077438787784,211.931298539794,326.899850339417,457.352311394495,626.737465042874,936.649636855088,1270.51472520719,2018.60357431883,1110.50446483723,274.439250326553
Afghanistan,1,Other Unintentional Injuries,Rate,52.3024585642993,16.2857370205908,25.9065048354027,38.0333966987223,41.1588426083183,47.4081090012925,55.8142531879251,60.1039310065105,66.33231033859,17.899314771327,67.2767752404045,76.3510663453925,90.5239513546306,73.0257820890215,106.361908286624,127.358481077681,204.837708952941,355.1708681296,568.558444891317,823.901332173252,113.626681807139,65.5920538907984
Afghanistan,1,Respiratory,Rate,1.74158391215984,1.29556011689107,2.04143887866017,2.74642985108627,3.91263175496399,5.99615633246499,9.4420862711587,17.1003378286017,34.0163378840632,1.27426843052949,78.6075272050105,117.163615913556,184.931659807479,231.827172683036,408.334446559954,629.139414418692,927.654411901508,1312.31786502267,1755.73506411777,2697.47814399782,0.0,1.36416461199043
Afghanistan,1,Respiratory Infection,Rate,59.303629209483,4.81201717475398,3.86104707797939,4.38770128061395,5.21556994695938,7.52491374350558,10.6594205831819,14.0997644352776,17.1203867555219,7.79319628127962,24.773877565808,37.529734494212,68.9722733799293,101.710912507816,204.257394207595,345.16448134585,643.523323684334,1100.10894889624,1690.22497209648,2692.62146467118,1156.78773045246,297.139818752879
Afghanistan,1,Road Injuries,Rate,13.7985170006105,11.8235508293684,45.5929610558926,76.1245797412929,75.682149731206,74.6404059275548,77.2908058059375,85.6563853359981,82.0054277699097,11.0490459669614,80.3333675942017,81.7905403197806,93.0053542912487,70.0835513268793,63.4757687573826,73.4566090244176,49.8823419471311,44.4950767500971,42.3477114735175,64.2329807075471,14.7760474764112,14.0103579951758
Afghanistan,2,Cardiac,Rate,1.19119706255461,2.76427098880573,13.0759320033369,21.5331805467215,49.8985440521004,82.1355505197864,145.979019638293,279.446030181197,468.966836184435,1.25828098485901,769.091618350531,1154.95327440715,1602.88074228329,2373.88264606295,3686.96108085831,5589.94287808426,7960.93031030457,10935.8210277352,14982.3386348289,24185.9861359092,13.101152547687,3.75751392690285
Afghanistan,2,Diabetes,Rate,0.980585157242374,1.0524836497539,2.87453328937062,4.98541149064628,7.95037186785336,10.8620480576304,18.3630024891442,33.9866450953191,65.5242269396252,0.530975727562983,129.370159280324,221.880871768921,323.320011674346,443.272594817106,536.036473897907,650.013467784919,678.229932301255,750.373271452423,838.676055937665,1232.70113318104,4.09304218418453,1.65124685432193
Afghanistan,2,Diarrhea,Rate,25.39587934895,0.43483942871624,0.674360741104905,1.11817362505922,1.66536567734265,1.46731813613761,1.16466455775009,1.22227622928836,1.15119500623997,0.751734171912057,1.36261028955691,3.96550535977261,3.25340830185161,4.06997518998828,6.62922939478997,13.1999620477645,21.0881856994979,39.3482370372371,55.2474834036661,117.00283571735,396.875563028999,105.441063244133
Afghanistan,2,Digestive,Rate,6.28735576171243,3.17584910170879,4.50503439919056,5.72017496194746,6.85434020130305,8.54942832782767,12.5350669009043,16.5149905132826,24.443418426063,2.62528995747575,42.7917341025996,65.5944144926066,95.7399485291706,144.394314664118,223.716475820116,344.508710058119,584.429898586747,923.073511462205,1370.72636455457,2130.40122459209,32.431386762714,11.920783001946
Afghanistan,2,HIV,Rate,1.37645837477788,0.0395803857041038,0.240002662903821,0.437921725483364,0.824241356374862,0.904259799131951,0.898568909834974,0.918124808717518,0.958373318306065,0.0576321077013079,0.763252130876606,0.486246380871981,0.458981822745726,0.564592919191719,0.289102914636726,0.153090090196218,0.0554601827848738,0.0407765443886056,0.0590682090046811,0.0371941745987117,1.26590750107131,1.35263724698981
Afghanistan,2,Intentional Injuries,Rate,160.505715081578,74.8740991272796,106.607273654808,107.324779988873,85.4670634667892,86.6216362420236,81.5948784872876,72.5905409869679,79.5979400972825,80.0364534121658,88.1004358531929,94.4181320011867,98.4176948978568,114.898299199627,113.187330545817,128.80388092034,176.911853994369,241.151579045063,210.727062588661,1179.86714743509,201.0242352607,169.236508558004
