"Total Electricity Installed Capacity 2016"
"https://www.eia.gov/beta/international/rankings/#?prodact=2-7&cy=2016&pid=2&aid=7&tl_id=7-A&tl_type=a"
"Tue Nov 06 2018 14:23:23 GMT-0700 (Mountain Standard Time)"
"Source: U.S. Energy Information Administration"
"Units: Million Kilowatts"
,Ranking,Country,Value,Percent
,1,"China",1653,25
,2,"United States",1074,17
,3,"India",368,6
,4,"Japan",296,5
,5,"Russia",245,4
,6,"Germany",209,3
,7,"Brazil",151,2
,8,"Canada",144,2
,9,"France",131,2
,10,"Italy",114,2
,11,"Korea, South",111,2
,12,"Spain",106,2
,13,"United Kingdom",97,1
,14,"Saudi Arabia",83,1
,15,"Turkey",78,1
,16,"Iran",78,1
,17,"Mexico",73,1
,18,"Australia",66,1
,19,"Indonesia",61,1
,20,"Ukraine",57,1
,21,"South Africa",50,1
,22,"Taiwan",50,1
,23,"Egypt",45,1
,24,"Thailand",45,1
,25,"Vietnam",41,1
,26,"Sweden",40,1
,27,"Argentina",38,1
,28,"Poland",38,1
,29,"Netherlands",34,1
,30,"Norway",34,1
,31,"Malaysia",33,1
,32,"Venezuela",31,0
,33,"United Arab Emirates",29,0
,34,"Iraq",27,0
,35,"Pakistan",27,0
,36,"Austria",25,0
,37,"Chile",25,0
,38,"Romania",24,0
,39,"Philippines",22,0
,40,"Czech Republic",22,0
,41,"Belgium",22,0
,42,"Switzerland",21,0
,43,"Portugal",21,0
,44,"Kazakhstan",20,0
,45,"Algeria",19,0
,46,"Greece",19,0
,47,"Kuwait",19,0
,48,"Israel",18,0
,49,"Colombia",17,0
,50,"Finland",16,0
,51,"Peru",15,0
,52,"Denmark",14,0
,53,"Singapore",13,0
,54,"Uzbekistan",13,0
,55,"Hong Kong",13,0
,56,"Bangladesh",12,0
,57,"Bulgaria",11,0
,58,"Nigeria",11,0
,59,"Belarus",10,0
,60,"Korea, North",10,0
,61,"Ireland",9.9,0
,62,"Libya",9.5,0
,63,"New Zealand",9.3,0
,64,"Syria",9.1,0
,65,"Paraguay",8.9,0
,66,"Qatar",8.8,0
,67,"Hungary",8.6,0
,68,"Morocco",8.3,0
,69,"Ecuador",8.2,0
,70,"Oman",8.2,0
,71,"Azerbaijan",7.9,0
,72,"Slovakia",7.6,0
,73,"Serbia",7.3,0
,74,"Cuba",7,0
,75,"Laos",6.9,0
,76,"Puerto Rico",6.3,0
,77,"Tunisia",5.8,0
,78,"Tajikistan",5.5,0
,79,"Burma (Myanmar)",5.2,0
,80,"Croatia",4.9,0
,81,"Uruguay",4.8,0
,82,"Jordan",4.8,0
,83,"Bosnia and Herzegovina",4.7,0
,84,"Georgia",4.6,0
,85,"Guatemala",4.6,0
,86,"Armenia",4.1,0
,87,"Kyrgyzstan",4,0
,88,"Turkmenistan",4,0
,89,"Sri Lanka",4,0
,90,"Bahrain",3.9,0
,91,"Dominican Republic",3.8,0
,92,"Ghana",3.8,0
,93,"Lithuania",3.7,0
,94,"Costa Rica",3.6,0
,95,"Slovenia",3.5,0
,96,"Sudan",3.4,0
,97,"Panama",3.4,0
,98,"Latvia",2.9,0
,99,"Ethiopia",2.8,0
,100,"Iceland",2.8,0
,101,"Bolivia",2.8,0
,102,"Mozambique",2.6,0
,103,"Angola",2.6,0
,104,"Trinidad and Tobago",2.6,0
,105,"Congo (Kinshasa)",2.6,0
,106,"Estonia",2.6,0
,107,"Zambia",2.6,0
,108,"Honduras",2.5,0
,109,"Kenya",2.4,0
,110,"Lebanon",2.3,0
,111,"Zimbabwe",2.1,0
,112,"Albania",2.1,0
,113,"El Salvador",2,0
,114,"Cote dIvoire (IvoryCoast)",1.9,0
,115,"Macedonia",1.8,0
,116,"Yemen",1.8,0
,117,"Cyprus",1.8,0
,118,"Luxembourg",1.7,0
,119,"Cambodia",1.7,0
,120,"Bhutan",1.6,0
,121,"Kosovo",1.6,0
,122,"Cameroon",1.6,0
,123,"Nicaragua",1.6,0
,124,"Tanzania",1.5,0
,125,"Mongolia",1.1,0
,126,"Jamaica",1.1,0
,127,"Uganda",1,0
,128,"New Caledonia",1,0
,129,"Senegal",1,0
,130,"Nepal",0.9,0
,131,"Papua New Guinea",0.9,0
,132,"Mauritius",0.9,0
,133,"Montenegro",0.9,0
,134,"Reunion",0.9,0
,135,"Brunei",0.8,0
,136,"Botswana",0.7,0
,137,"Madagascar",0.7,0
,138,"Gabon",0.7,0
,139,"Afghanistan",0.6,0
,140,"Guadeloupe",0.6,0
,141,"Congo (Brazzaville)",0.6,0
,142,"Mali",0.6,0
,143,"Bahamas, The",0.6,0
,144,"Malta",0.6,0
,145,"Guam",0.6,0
,146,"Mauritania",0.6,0
,147,"Guinea",0.6,0
,148,"Namibia",0.5,0
,149,"Moldova",0.5,0
,150,"Martinique",0.5,0
,151,"Suriname",0.5,0
,152,"Macau",0.5,0
,153,"Guyana",0.4,0
,154,"Netherlands Antilles",0.4,0
,155,"Malawi",0.4,0
,156,"Burkina Faso",0.3,0
,157,"Fiji",0.3,0
,158,"Haiti",0.3,0
,159,"Equatorial Guinea",0.3,0
,160,"Virgin Islands,  U.S.",0.3,0
,161,"Benin",0.3,0
,162,"French Guiana",0.3,0
,163,"Aruba",0.3,0
,164,"Swaziland",0.3,0
,165,"Maldives",0.3,0
,166,"Barbados",0.3,0
,167,"French Polynesia",0.3,0
,168,"Togo",0.2,0
,169,"Belize",0.2,0
,170,"Rwanda",0.2,0
,171,"Greenland",0.2,0
,172,"Niger",0.2,0
,173,"Bermuda",0.2,0
,174,"Palestinian Territories",0.2,0
,175,"Cape Verde",0.2,0
,176,"Eritrea",0.2,0
,177,"Liberia",0.2,0
,178,"Cayman Islands",0.1,0
,179,"Djibouti",0.1,0
,180,"Faroe Islands",0.1,0
,181,"Antigua and Barbuda",0.1,0
,182,"Gambia, The",0.1,0
,183,"Sierra Leone",0.1,0
,--,"Saint Lucia",(s),0
,--,"Seychelles",(s),0
,--,"Somalia",(s),0
,--,"Turks and Caicos Islands",(s),0
,--,"Lesotho",(s),0
,--,"South Sudan",(s),0
,--,"Burundi",(s),0
,--,"Saint Kitts and Nevis",(s),0
,--,"Western Sahara",(s),0
,--,"Saint Vincent/Grenadines",(s),0
,--,"U.S. Pacific Islands",(s),0
,--,"Grenada",(s),0
,--,"Chad",(s),0
,--,"Virgin Islands, British",(s),0
,--,"Samoa",(s),0
,--,"American Samoa",(s),0
,--,"Gibraltar",(s),0
,--,"Central African Republic",(s),0
,--,"Solomon Islands",(s),0
,--,"Vanuatu",(s),0
,--,"Guinea-Bissau",(s),0
,--,"Dominica",(s),0
,--,"Saint Pierre and Miquelon",(s),0
,--,"Comoros",(s),0
,--,"Tonga",(s),0
,--,"Sao Tome and Principe",(s),0
