"Total Electricity Installed Capacity 2015"
"https://www.eia.gov/beta/international/rankings/#?prodact=2-7&cy=2015&pid=2&aid=7&tl_id=7-A&tl_type=a"
"Tue Nov 06 2018 14:23:18 GMT-0700 (Mountain Standard Time)"
"Source: U.S. Energy Information Administration"
"Units: Million Kilowatts"
,Ranking,Country,Value,Percent
,1,"China",1516,24
,2,"United States",1064,17
,3,"India",346,6
,4,"Japan",283,5
,5,"Russia",257,4
,6,"Germany",203,3
,7,"Canada",148,2
,8,"Brazil",142,2
,9,"France",130,2
,10,"Italy",117,2
,11,"Spain",107,2
,12,"Korea, South",103,2
,13,"United Kingdom",97,2
,14,"Saudi Arabia",82,1
,15,"Turkey",73,1
,16,"Iran",73,1
,17,"Mexico",67,1
,18,"Australia",67,1
,19,"Indonesia",57,1
,20,"Ukraine",56,1
,21,"Taiwan",48,1
,22,"South Africa",47,1
,23,"Thailand",41,1
,24,"Sweden",40,1
,25,"Vietnam",39,1
,26,"Egypt",39,1
,27,"Argentina",38,1
,28,"Poland",37,1
,29,"Netherlands",34,1
,30,"Norway",34,1
,31,"Iraq",31,0
,32,"Venezuela",31,0
,33,"Malaysia",30,0
,34,"United Arab Emirates",29,0
,35,"Pakistan",26,0
,36,"Austria",24,0
,37,"Romania",24,0
,38,"Czech Republic",22,0
,39,"Chile",21,0
,40,"Belgium",21,0
,41,"Kazakhstan",20,0
,42,"Portugal",20,0
,43,"Switzerland",20,0
,44,"Philippines",19,0
,45,"Greece",19,0
,46,"Kuwait",18,0
,47,"Israel",17,0
,48,"Algeria",17,0
,49,"Colombia",17,0
,50,"Finland",17,0
,51,"Denmark",14,0
,52,"Singapore",13,0
,53,"Uzbekistan",13,0
,54,"Hong Kong",13,0
,55,"Peru",12,0
,56,"Bangladesh",11,0
,57,"Bulgaria",11,0
,58,"Nigeria",11,0
,59,"Korea, North",10,0
,60,"Belarus",9.9,0
,61,"Ireland",9.6,0
,62,"Libya",9.5,0
,63,"New Zealand",9.5,0
,64,"Syria",9.1,0
,65,"Paraguay",8.9,0
,66,"Qatar",8.8,0
,67,"Hungary",8.5,0
,68,"Morocco",8.2,0
,69,"Oman",7.9,0
,70,"Azerbaijan",7.8,0
,71,"Slovakia",7.7,0
,72,"Serbia",7.3,0
,73,"Cuba",6.8,0
,74,"Puerto Rico",6.3,0
,75,"Ecuador",6,0
,76,"Laos",5.9,0
,77,"Tunisia",5.5,0
,78,"Tajikistan",5.4,0
,79,"Burma (Myanmar)",5.2,0
,80,"Croatia",4.9,0
,81,"Georgia",4.6,0
,82,"Uruguay",4.4,0
,83,"Jordan",4.4,0
,84,"Bosnia and Herzegovina",4.3,0
,85,"Guatemala",4.1,0
,86,"Armenia",4.1,0
,87,"Kyrgyzstan",4,0
,88,"Turkmenistan",4,0
,89,"Bahrain",3.9,0
,90,"Sri Lanka",3.9,0
,91,"Ghana",3.8,0
,92,"Dominican Republic",3.7,0
,93,"Lithuania",3.6,0
,94,"Sudan",3.4,0
,95,"Slovenia",3.4,0
,96,"Panama",3.3,0
,97,"Costa Rica",3.2,0
,98,"Latvia",2.9,0
,99,"Estonia",2.9,0
,100,"Ethiopia",2.8,0
,101,"Iceland",2.8,0
,102,"Mozambique",2.6,0
,103,"Trinidad and Tobago",2.6,0
,104,"Congo (Kinshasa)",2.6,0
,105,"Zambia",2.5,0
,106,"Honduras",2.4,0
,107,"Bolivia",2.3,0
,108,"Lebanon",2.3,0
,109,"Kenya",2.3,0
,110,"Zimbabwe",2.1,0
,111,"Angola",2.1,0
,112,"Luxembourg",2,0
,113,"Cote dIvoire (IvoryCoast)",1.9,0
,114,"Albania",1.9,0
,115,"El Salvador",1.9,0
,116,"Macedonia",1.8,0
,117,"Cyprus",1.8,0
,118,"Cambodia",1.7,0
,119,"Bhutan",1.6,0
,120,"Yemen",1.6,0
,121,"Kosovo",1.6,0
,122,"Cameroon",1.6,0
,123,"Nicaragua",1.5,0
,124,"Tanzania",1.5,0
,125,"Mongolia",1.1,0
,126,"Uganda",1,0
,127,"Jamaica",1,0
,128,"Senegal",0.9,0
,129,"Nepal",0.9,0
,130,"Papua New Guinea",0.9,0
,131,"Montenegro",0.9,0
,132,"Mauritius",0.9,0
,133,"Reunion",0.9,0
,134,"Brunei",0.8,0
,135,"Botswana",0.7,0
,136,"New Caledonia",0.7,0
,137,"Gabon",0.7,0
,138,"Malta",0.7,0
,139,"Madagascar",0.7,0
,140,"Afghanistan",0.6,0
,141,"Guadeloupe",0.6,0
,142,"Mali",0.6,0
,143,"Congo (Brazzaville)",0.6,0
,144,"Bahamas, The",0.6,0
,145,"Guam",0.6,0
,146,"Guinea",0.6,0
,147,"Moldova",0.5,0
,148,"Mauritania",0.5,0
,149,"Namibia",0.5,0
,150,"Suriname",0.5,0
,151,"Martinique",0.5,0
,152,"Macau",0.5,0
,153,"Guyana",0.4,0
,154,"Netherlands Antilles",0.4,0
,155,"Malawi",0.4,0
,156,"Fiji",0.3,0
,157,"Burkina Faso",0.3,0
,158,"Haiti",0.3,0
,159,"Equatorial Guinea",0.3,0
,160,"Virgin Islands,  U.S.",0.3,0
,161,"Benin",0.3,0
,162,"French Guiana",0.3,0
,163,"Aruba",0.3,0
,164,"Swaziland",0.3,0
,165,"Maldives",0.3,0
,166,"Barbados",0.3,0
,167,"French Polynesia",0.3,0
,168,"Togo",0.2,0
,169,"Rwanda",0.2,0
,170,"Belize",0.2,0
,170,"Greenland",0.2,0
,172,"Niger",0.2,0
,173,"Bermuda",0.2,0
,174,"Cape Verde",0.2,0
,175,"Eritrea",0.2,0
,176,"Palestinian Territories",0.2,0
,177,"Cayman Islands",0.1,0
,178,"Djibouti",0.1,0
,179,"Faroe Islands",0.1,0
,180,"Liberia",0.1,0
,181,"Antigua and Barbuda",0.1,0
,182,"Gambia, The",0.1,0
,183,"Sierra Leone",0.1,0
,--,"Saint Lucia",(s),0
,--,"Seychelles",(s),0
,--,"Somalia",(s),0
,--,"Turks and Caicos Islands",(s),0
,--,"Lesotho",(s),0
,--,"South Sudan",(s),0
,--,"Burundi",(s),0
,--,"Saint Kitts and Nevis",(s),0
,--,"Western Sahara",(s),0
,--,"Saint Vincent/Grenadines",(s),0
,--,"U.S. Pacific Islands",(s),0
,--,"Grenada",(s),0
,--,"Chad",(s),0
,--,"Virgin Islands, British",(s),0
,--,"Gibraltar",(s),0
,--,"American Samoa",(s),0
,--,"Samoa",(s),0
,--,"Central African Republic",(s),0
,--,"Solomon Islands",(s),0
,--,"Vanuatu",(s),0
,--,"Guinea-Bissau",(s),0
,--,"Saint Pierre and Miquelon",(s),0
,--,"Dominica",(s),0
,--,"Comoros",(s),0
,--,"Sao Tome and Principe",(s),0
,--,"Tonga",(s),0
,--,"Cook Islands",(s),0
,--,"Falkland Islands (Islas Malvinas)",(s),0
,--,"Kiribati",(s),0
,--,"Saint Helena",(s),0
,--,"Nauru",(s),0
,--,"Montserrat",(s),0
,--,"Niue",(s),0
,--,"Antarctica",(s),0
,--,"Timor-Leste (East Timor)",(s),0
,--,"Wake Island",0,0
